code_module,code_presentation,id_student,mean_score,max_score,min_score,std_score,n_assessments_submitted,total_weighted_score,mean_submission_date,late_submissions
FFF,2014B,632402,76.66666666666667,91.0,52.0,10.66287811507614,12,69.0,141.66666666666666,0
FFF,2014B,632513,92.83333333333333,100.0,80.0,5.18447566093119,12,95.75,103.83333333333333,0
FFF,2014B,632544,75.25,86.0,65.0,7.2252713066393195,12,75.75,141.0,0
FFF,2014B,632588,87.83333333333333,97.0,76.0,5.6219267698948725,12,85.0,118.75,0
FFF,2014B,632620,67.0,92.0,0.0,23.802215328524664,12,56.5,122.25,0
FFF,2014B,632623,71.66666666666667,100.0,24.0,23.227465456117926,12,46.0,131.5,0
FFF,2014B,632691,74.66666666666667,100.0,59.0,11.064548902880878,12,66.25,132.25,0
FFF,2014B,632698,77.41666666666667,95.0,57.0,11.040901917484602,12,78.0,139.25,0
FFF,2014B,632705,84.08333333333333,97.0,57.0,12.22113172361957,12,94.75,110.83333333333333,0
FFF,2014B,632759,90.0,92.0,88.0,2.8284271247461903,2,22.5,37.5,0
FFF,2014B,632801,92.0,92.0,92.0,0.0,1,11.5,23.0,0
FFF,2014B,632840,59.583333333333336,78.0,40.0,12.565886962388095,12,52.75,169.08333333333334,0
FFF,2014B,632848,82.08333333333333,100.0,44.0,14.266670206739862,12,75.25,170.08333333333334,0
FFF,2014B,632895,81.41666666666667,99.0,67.0,8.218143268882503,12,83.5,107.25,0
FFF,2014B,632923,69.5,81.0,56.0,10.908712114635712,4,15.25,33.0,0
FFF,2014B,632929,75.66666666666667,92.0,56.0,9.939209163101403,12,80.0,146.58333333333334,0
FFF,2014B,632947,77.41666666666667,100.0,66.0,10.12160904683488,12,75.75,139.5,0
FFF,2014B,632958,65.5,68.0,63.0,3.5355339059327378,2,8.5,16.5,0
FFF,2014B,632991,82.75,96.0,71.0,9.31396800509858,12,76.25,126.66666666666667,0
FFF,2014B,633047,69.91666666666667,89.0,55.0,9.05998528328459,12,74.75,146.5,0
FFF,2014B,633077,81.83333333333333,97.0,46.0,12.988339759067351,12,87.75,94.58333333333333,0
FFF,2014B,633100,67.0,76.0,58.0,12.727922061357855,2,16.75,38.0,0
FFF,2014B,633157,79.0,92.0,64.0,10.788883167408942,6,81.0,81.16666666666667,0
FFF,2014B,633179,92.58333333333333,98.0,87.0,3.287948609787882,12,95.25,92.0,0
FFF,2014B,633205,72.45454545454545,96.0,43.0,14.05961334008611,11,53.25,170.72727272727272,0
FFF,2014B,633207,62.0,62.0,62.0,0.0,1,7.75,24.0,0
FFF,2014B,633219,70.08333333333333,86.0,54.0,10.202123961868594,12,66.5,162.58333333333334,0
FFF,2014B,633221,72.33333333333333,94.0,60.0,18.823743871327334,3,42.5,84.66666666666667,0
FFF,2014B,633238,64.5,94.0,46.0,13.048859232619812,12,65.5,143.91666666666666,0
FFF,2014B,633292,75.16666666666667,88.0,64.0,8.773064838850027,6,36.5,44.0,0
FFF,2014B,633297,70.0,74.0,66.0,4.0,3,17.5,42.666666666666664,0
FFF,2014B,633303,91.75,96.0,85.0,3.5707142142714265,12,91.0,83.58333333333333,0
FFF,2014B,633319,83.0,92.0,72.0,5.720775535473556,12,79.5,119.08333333333333,0
FFF,2014B,633328,83.41666666666667,95.0,68.0,6.986458763966626,12,78.5,111.75,0
FFF,2014B,633388,92.41666666666667,100.0,82.0,5.264949854433277,12,93.25,113.25,0
FFF,2014B,633397,80.0,80.0,80.0,0.0,1,10.0,24.0,0
FFF,2014B,633403,57.0,90.0,24.0,46.66904755831214,2,14.25,41.5,0
FFF,2014B,633411,79.0,86.0,66.0,8.906926143924924,4,39.25,44.75,0
FFF,2014B,633504,85.25,97.0,73.0,6.73018978524785,12,89.5,98.16666666666667,0
FFF,2014B,633505,67.08333333333333,94.0,23.0,18.07287436681802,12,58.25,170.5,0
FFF,2014B,633625,43.75,50.0,34.0,7.762087348130012,4,31.25,80.5,0
FFF,2014B,633676,46.0,58.0,34.0,16.97056274847714,2,11.5,42.0,0
FFF,2014B,633691,70.0,88.0,45.0,10.392304845413262,11,53.0,145.1818181818182,0
FFF,2014B,633717,68.45454545454545,92.0,50.0,12.824692092706448,11,45.0,78.0,0
FFF,2014B,633732,66.0,66.0,66.0,0.0,1,8.25,23.0,0
FFF,2014B,633745,75.25,98.0,64.0,10.996900389737927,12,76.5,105.58333333333333,0
FFF,2014B,633756,79.83333333333333,90.0,68.0,6.4643544757290945,12,85.5,126.5,0
FFF,2014B,633773,75.66666666666667,90.0,65.0,8.304799634530442,12,71.0,164.0,0
FFF,2014B,633840,73.75,84.0,63.0,9.17877987534291,4,34.25,50.5,0
FFF,2014B,633881,65.5,79.0,52.0,19.091883092036785,2,6.5,20.5,0
FFF,2014B,633884,54.666666666666664,78.0,28.0,25.166114784235834,3,10.75,27.666666666666668,0
FFF,2014B,633924,75.5,94.0,6.0,29.0516780926679,8,83.0,128.5,0
FFF,2014B,633983,78.41666666666667,91.0,58.0,9.614934721409695,12,82.0,155.66666666666666,0
FFF,2014B,634057,75.5,82.0,71.0,5.446711546122731,4,37.75,45.5,0
FFF,2014B,634070,86.33333333333333,96.0,67.0,8.679477710861022,12,85.75,155.66666666666666,0
FFF,2014B,634099,45.0,66.0,24.0,29.698484809834994,2,11.25,36.5,0
FFF,2014B,634111,86.41666666666667,99.0,57.0,14.749165359025534,12,94.75,106.66666666666667,0
FFF,2014B,634114,70.66666666666667,91.0,44.0,19.001754304975808,6,31.0,63.666666666666664,0
FFF,2014B,634139,82.66666666666667,98.0,71.0,8.967956424082491,12,78.75,163.41666666666666,0
FFF,2014B,634155,90.08333333333333,98.0,84.0,3.9648073054937925,12,87.75,112.33333333333333,0
FFF,2014B,634165,79.41666666666667,97.0,28.0,20.029334547713816,12,59.5,153.58333333333334,0
FFF,2014B,634187,87.33333333333333,98.0,70.0,15.143755588800731,3,20.5,31.0,0
FFF,2014B,634200,80.3,97.0,69.0,10.033831659828552,10,36.75,112.2,0
FFF,2014B,634209,86.16666666666667,100.0,70.0,10.355791821122335,12,78.5,133.16666666666666,0
FFF,2014B,634245,49.333333333333336,82.0,24.0,29.687258770949757,3,23.75,80.33333333333333,0
FFF,2014B,634252,74.0,74.0,74.0,0.0,1,9.25,25.0,0
FFF,2014B,634254,66.0,76.0,56.0,14.142135623730951,2,16.5,38.0,0
FFF,2014B,634260,78.33333333333333,91.0,63.0,8.658504314816556,12,78.5,111.16666666666667,0
FFF,2014B,634279,89.0,97.0,81.0,11.313708498984761,2,0.0,5.0,0
FFF,2014B,634343,83.75,100.0,54.0,13.725391201578319,12,72.75,147.5,0
FFF,2014B,634349,60.0,88.0,32.0,39.59797974644666,2,15.0,38.0,0
FFF,2014B,634426,70.41666666666667,84.0,54.0,9.472048192956843,12,74.75,122.0,0
FFF,2014B,634427,83.25,92.0,77.0,4.692837869853088,12,83.25,91.58333333333333,0
FFF,2014B,634429,75.5,99.0,52.0,15.500733120492313,12,92.75,107.16666666666667,0
FFF,2014B,634430,76.33333333333333,86.0,54.0,9.993937556278203,12,82.5,118.33333333333333,0
FFF,2014B,634431,74.58333333333333,88.0,64.0,6.653206107971669,12,77.25,105.25,0
FFF,2014B,634435,83.91666666666667,94.0,75.0,5.583389868551401,12,85.0,114.75,0
FFF,2014B,634479,86.375,96.0,65.0,10.487237141265705,8,59.0,67.0,0
FFF,2014B,634500,74.3,98.0,57.0,12.463725143168253,10,51.75,111.7,0
FFF,2014B,634536,85.91666666666667,95.0,77.0,6.200562046860729,12,83.75,148.75,0
FFF,2014B,634539,64.75,80.0,46.0,15.305227865013967,4,45.5,74.25,0
FFF,2014B,634616,71.66666666666667,91.0,45.0,14.48719392700974,12,58.0,178.16666666666666,0
FFF,2014B,634635,93.0,99.0,86.0,5.477225575051663,4,47.0,100.5,0
FFF,2014B,634636,77.08333333333333,89.0,65.0,6.584531920042656,12,80.75,136.41666666666666,0
FFF,2014B,634701,88.0,88.0,88.0,0.0,1,11.0,28.0,0
FFF,2014B,634774,70.25,81.0,64.0,7.588368291888139,4,16.25,39.5,0
FFF,2014B,634784,75.75,85.0,60.0,11.146748404803974,4,36.75,48.5,0
FFF,2014B,634820,22.0,46.0,0.0,19.6638416050035,4,12.75,92.0,0
FFF,2014B,634859,80.0,92.0,71.0,8.981462390204987,4,59.0,74.0,0
FFF,2014B,634918,60.75,78.0,36.0,18.246004128758347,4,14.25,33.5,0
FFF,2014B,634919,79.83333333333333,96.0,66.0,8.912027963614255,12,81.5,168.25,0
FFF,2014B,634924,94.41666666666667,100.0,85.0,3.9876703915337752,12,92.5,105.25,0
FFF,2014B,634946,51.0,56.0,46.0,7.0710678118654755,2,12.75,35.5,0
FFF,2014B,634999,90.16666666666667,99.0,79.0,6.336522323129237,12,94.25,154.33333333333334,0
FFF,2014B,635034,66.83333333333333,91.0,24.0,22.91816799489925,12,64.5,126.33333333333333,0
FFF,2014B,635046,78.0,78.0,78.0,0.0,1,9.75,31.0,0
FFF,2014B,635079,86.0,86.0,86.0,0.0,1,10.75,23.0,0
FFF,2014B,635124,65.0,90.0,40.0,35.35533905932738,2,16.25,41.5,0
FFF,2014B,1006742,78.5,79.0,78.0,0.7071067811865476,2,9.75,30.5,0
FFF,2014B,1017773,80.0,80.0,80.0,0.0,1,10.0,30.0,0
FFF,2014B,1045091,74.0,74.0,74.0,0.0,1,9.25,23.0,0
FFF,2014B,1072259,71.66666666666667,92.0,28.0,16.052942711446075,12,64.25,100.66666666666667,0
FFF,2014B,1340760,83.88888888888889,99.0,24.0,23.056693412350157,9,73.0,108.22222222222223,0
FFF,2014B,1398489,85.16666666666667,95.0,76.0,6.072790781740127,12,85.75,118.58333333333333,0
FFF,2014B,1425806,83.5,96.0,66.0,8.754219761712847,12,77.25,112.91666666666667,0
FFF,2014B,1465407,90.0909090909091,100.0,84.0,4.548726095392983,11,65.75,109.36363636363636,0
FFF,2014B,1514245,83.0,88.0,78.0,5.0,3,20.75,53.666666666666664,0
FFF,2014B,1526059,78.83333333333333,93.0,66.0,8.56879468911716,12,72.5,122.16666666666667,0
FFF,2014B,1528232,65.66666666666667,78.0,53.0,12.50333288900737,3,18.0,33.333333333333336,0
FFF,2014B,1548052,76.0,89.0,60.0,11.247221879201993,5,34.5,53.6,0
FFF,2014B,1578222,83.58333333333333,98.0,59.0,10.621233735334426,12,83.5,135.08333333333334,0
FFF,2014B,1588621,84.75,98.0,56.0,19.37997248020062,4,18.75,36.75,0
FFF,2014B,1615392,84.5,97.0,71.0,7.856670587931807,12,80.5,117.08333333333333,0
FFF,2014B,1627052,81.16666666666667,94.0,59.0,9.78712821965048,12,77.25,112.83333333333333,0
FFF,2014B,1641117,85.08333333333333,100.0,74.0,9.922044632885388,12,80.75,129.75,0
FFF,2014B,1683803,64.75,87.0,37.0,18.582127287946733,12,54.5,142.16666666666666,0
FFF,2014B,1738364,83.58333333333333,94.0,70.0,6.84182768422343,12,87.5,136.16666666666666,0
FFF,2014B,1744817,85.25,97.0,76.0,8.324389139477717,12,88.75,88.91666666666667,0
FFF,2014B,1757662,88.5,99.0,80.0,6.6975475255606,8,62.5,110.625,0
FFF,2014B,1768223,71.25,92.0,55.0,11.833119929787212,12,62.75,119.33333333333333,0
FFF,2014B,1799963,60.0,60.0,60.0,0.0,1,7.5,36.0,0
FFF,2014B,1875728,76.16666666666667,93.0,61.0,11.231719153874671,12,85.5,153.83333333333334,0
FFF,2014B,1884024,74.0,84.0,64.0,14.142135623730951,2,18.5,37.5,0
FFF,2014B,1919240,83.41666666666667,90.0,72.0,5.107184482014854,12,85.0,91.91666666666667,0
FFF,2014B,1928947,60.916666666666664,84.0,25.0,18.052742593620373,12,46.75,153.75,0
FFF,2014B,1933534,57.63636363636363,96.0,34.0,17.917995017706232,11,37.0,154.36363636363637,0
FFF,2014B,1939193,64.66666666666667,82.0,47.0,13.481468762712764,9,41.5,159.11111111111111,0
FFF,2014B,1961652,55.0,64.0,46.0,12.727922061357855,2,13.75,38.0,0
FFF,2014B,1962128,59.0,92.0,26.0,46.66904755831214,2,14.75,-1.0,2
FFF,2014B,1984169,74.0,74.0,74.0,0.0,1,9.25,23.0,0
FFF,2014B,1999952,80.08333333333333,91.0,70.0,7.513119837788405,12,79.25,121.91666666666667,0
FFF,2014B,2010245,65.81818181818181,78.0,48.0,9.314700014688416,11,48.0,122.36363636363636,0
FFF,2014B,2025233,81.0,94.0,62.0,9.03327183250897,11,56.75,144.27272727272728,0
FFF,2014B,2055321,61.333333333333336,88.0,42.0,23.86070689089771,3,29.75,55.333333333333336,0
FFF,2014B,2058815,77.0,88.0,66.0,11.0,3,8.25,43.0,0
FFF,2014B,2074627,69.91666666666667,82.0,58.0,8.57542295096159,12,69.75,119.75,0
FFF,2014B,2095576,80.33333333333333,90.0,66.0,7.327821620165825,12,85.5,121.08333333333333,0
FFF,2014B,2097046,82.625,99.0,50.0,14.966032969933712,8,55.75,85.125,0
FFF,2014B,2114529,70.58333333333333,92.0,54.0,12.250850310624703,12,79.0,172.5,0
FFF,2014B,2131008,86.41666666666667,99.0,65.0,8.425700222677296,12,82.0,147.25,0
FFF,2014B,2156172,67.0,68.0,66.0,1.4142135623730951,2,16.75,38.0,0
FFF,2014B,2161710,64.0,64.0,64.0,0.0,1,8.0,29.0,0
FFF,2014B,2164266,89.25,100.0,61.0,18.927493230747697,4,27.25,56.0,0
FFF,2014B,2176759,73.41666666666667,88.0,61.0,8.005206639015217,12,72.25,116.83333333333333,0
FFF,2014B,2186992,87.83333333333333,96.0,67.0,8.408149005397659,12,91.5,105.91666666666667,0
FFF,2014B,2222615,71.08333333333333,90.0,38.0,13.720974874809425,12,63.75,159.83333333333334,0
FFF,2014B,2238019,64.0,64.0,64.0,0.0,1,8.0,21.0,0
FFF,2014B,2242595,75.63636363636364,92.0,57.0,13.559297380563104,11,51.5,158.54545454545453,0
FFF,2014B,2242732,80.66666666666667,92.0,68.0,7.426406610973787,12,78.25,163.16666666666666,0
FFF,2014B,2244285,81.16666666666667,93.0,64.0,7.69691004510409,12,75.0,109.91666666666667,0
FFF,2014B,2256318,76.16666666666667,94.0,48.0,12.059197420402501,12,65.0,123.83333333333333,0
FFF,2014B,2257112,95.41666666666667,100.0,88.0,5.089353117196244,12,91.75,103.16666666666667,0
FFF,2014B,2264054,82.25,94.0,77.0,5.065480323630811,12,84.0,156.75,0
FFF,2014B,2265419,61.0,80.0,42.0,26.870057685088806,2,15.25,35.0,0
FFF,2014B,2270880,75.0,100.0,42.0,15.336231610144651,11,53.75,170.63636363636363,0
FFF,2014B,2299808,89.66666666666667,96.0,81.0,4.754583115906235,12,92.5,108.75,0
FFF,2014B,2303413,86.0909090909091,95.0,72.0,7.67404124897105,11,65.5,116.72727272727273,0
FFF,2014B,2306016,90.83333333333333,98.0,82.0,4.783177592227563,12,89.5,102.5,0
FFF,2014B,2327494,82.25,97.0,67.0,7.350015460713486,12,82.0,153.66666666666666,0
FFF,2014B,2337362,87.25,98.0,70.0,9.478444444681264,12,77.25,129.66666666666666,0
FFF,2014B,2345438,90.0,96.0,83.0,4.6122366887148445,12,91.5,122.83333333333333,0
FFF,2014B,2355214,78.8,94.0,68.0,10.825894882179488,5,36.0,43.4,0
FFF,2014B,2383307,78.66666666666667,94.0,64.0,7.463040244898168,12,78.0,140.5,0
FFF,2014B,2410519,90.75,98.0,81.0,4.919811526323488,12,90.5,109.75,0
FFF,2014B,2419081,84.0,84.0,84.0,0.0,1,0.0,11.0,0
FFF,2014B,2426332,69.25,84.0,47.0,10.888901772822722,12,63.0,112.08333333333333,0
FFF,2014B,2437930,88.83333333333333,100.0,82.0,5.373898759633256,12,85.75,85.66666666666667,0
FFF,2014B,2448082,54.0,64.0,44.0,14.142135623730951,2,13.5,46.0,0
FFF,2014B,2463282,40.0,40.0,40.0,0.0,1,5.0,-1.0,1
FFF,2014B,2480886,95.5,98.0,93.0,3.5355339059327378,2,12.25,161.5,0
FFF,2014B,2481482,80.25,88.0,70.0,5.92567602587556,12,75.75,112.33333333333333,0
FFF,2014B,2492219,80.5,93.0,65.0,8.240697234402614,12,83.0,169.33333333333334,0
FFF,2014B,2492787,88.16666666666667,98.0,79.0,5.859465277082313,12,87.25,102.5,0
FFF,2014B,2494338,62.0,62.0,62.0,0.0,1,7.75,22.0,0
FFF,2014B,2503799,63.75,76.0,51.0,8.154753215150047,8,6.75,194.0,0
FFF,2014B,2516163,94.66666666666667,100.0,87.0,4.811602139777891,12,97.25,109.66666666666667,0
FFF,2014B,2523915,69.27272727272727,88.0,58.0,8.198669515121452,11,53.25,161.72727272727272,0
FFF,2014B,2525633,88.0,88.0,88.0,0.0,2,11.0,63.5,0
FFF,2014B,2532785,84.83333333333333,94.0,72.0,7.661394761854379,12,88.75,98.75,0
FFF,2014B,2540424,31.333333333333332,64.0,12.0,28.448784391135824,3,13.25,50.0,1
FFF,2014B,2543637,81.0,90.0,72.0,12.727922061357855,2,20.25,38.0,0
FFF,2014B,2545629,71.91666666666667,89.0,48.0,13.194064322009854,12,65.0,164.66666666666666,0
FFF,2014B,2554552,70.91666666666667,88.0,59.0,7.229464123650626,12,67.75,154.91666666666666,0
FFF,2014B,2558365,88.0,88.0,88.0,0.0,1,11.0,23.0,0
FFF,2014B,2561313,83.66666666666667,98.0,64.0,10.60302987000614,12,81.75,126.0,0
FFF,2014B,2561862,88.08333333333333,100.0,69.0,8.877533782566307,12,90.5,108.41666666666667,0
FFF,2014B,2564619,76.5,90.0,63.0,7.103136311133655,12,74.5,141.58333333333334,0
FFF,2014B,2569942,73.75,92.0,55.0,10.225858488077263,12,70.5,126.91666666666667,0
FFF,2014B,2570929,80.81818181818181,95.0,66.0,10.215852209367378,11,56.5,96.0,0
FFF,2014B,2575119,54.0,80.0,28.0,36.76955262170047,2,13.5,55.5,0
FFF,2014B,2581536,76.83333333333333,85.0,68.0,4.8586068585614735,12,74.25,152.25,0
FFF,2014B,2581654,85.91666666666667,99.0,24.0,19.883562573293062,12,74.5,140.75,0
FFF,2014B,2583997,40.0,40.0,40.0,0.0,1,5.0,23.0,0
FFF,2014B,2585330,86.81818181818181,98.0,68.0,7.359594850508851,11,61.0,160.27272727272728,0
FFF,2014B,2589352,84.16666666666667,96.0,67.0,9.796412454041375,12,91.0,137.5,0
FFF,2014B,2590531,66.0,76.0,56.0,14.142135623730951,2,16.5,37.5,0
FFF,2014B,2595058,84.0,84.0,84.0,0.0,1,10.5,27.0,0
FFF,2014B,2604975,80.83333333333333,93.0,66.0,7.408021860037125,12,80.0,114.25,0
FFF,2014B,2606636,92.83333333333333,100.0,78.0,7.848952835000388,12,90.5,104.41666666666667,0
FFF,2014B,2606890,78.33333333333333,85.0,57.0,8.227816824466236,12,82.5,151.58333333333334,0
FFF,2014B,2609955,80.0,80.0,80.0,0.0,1,10.0,24.0,0
FFF,2014B,2616978,92.33333333333333,100.0,84.0,5.678241298362042,12,97.0,157.41666666666666,0
FFF,2014B,2619719,61.0,62.0,60.0,1.4142135623730951,2,15.25,37.0,0
FFF,2014B,2620930,92.5,99.0,86.0,4.231913386293595,12,92.75,158.83333333333334,0
FFF,2014B,2630284,68.0,68.0,68.0,0.0,1,8.5,49.0,0
FFF,2014B,2634654,58.0,64.0,52.0,8.48528137423857,2,14.5,37.0,0
FFF,2014B,2659650,79.58333333333333,96.0,58.0,11.68105173762062,12,78.25,82.75,0
FFF,2014B,2661827,81.25,92.0,54.0,10.541045316458728,12,77.75,114.16666666666667,0
FFF,2014B,2666213,81.16666666666667,95.0,66.0,7.8605266228083455,12,77.75,157.83333333333334,0
FFF,2014B,2666831,67.83333333333333,86.0,35.0,15.700800983234949,12,55.5,111.66666666666667,0
FFF,2014B,2667478,98.0,100.0,96.0,2.8284271247461903,2,12.5,138.0,0
FFF,2014B,2674773,81.66666666666667,93.0,72.0,6.513389472789295,12,81.5,100.5,0
FFF,2014B,2681270,81.41666666666667,96.0,62.0,10.228821431562283,12,83.75,121.5,0
FFF,2014B,2684417,88.0,88.0,88.0,0.0,1,11.0,25.0,0
FFF,2014B,2689210,61.63636363636363,70.0,43.0,8.176462893852417,11,43.75,79.0909090909091,0
FFF,2014B,2697630,80.41666666666667,99.0,19.0,20.192070150672937,12,66.5,158.41666666666666,0
FFF,2014B,2697885,74.91666666666667,85.0,52.0,10.130586748988819,12,77.5,109.83333333333333,0
FFF,2014J,31296,66.08333333333333,81.0,38.0,16.12146132183789,12,52.25,184.91666666666666,0
FFF,2014J,35747,54.0,54.0,54.0,0.0,1,6.75,24.0,0
FFF,2014J,35796,82.0,82.0,82.0,0.0,1,10.25,22.0,0
FFF,2014J,40857,86.0,86.0,86.0,0.0,1,10.75,24.0,0
FFF,2014J,40878,90.58333333333333,97.0,76.0,5.484827557301446,12,88.0,122.0,0
FFF,2014J,42552,71.0,84.0,57.0,8.146387933534491,12,71.75,126.08333333333333,0
FFF,2014J,43958,90.16666666666667,98.0,83.0,5.810909280540065,6,44.5,11.5,5
FFF,2014J,45423,63.333333333333336,75.0,40.0,10.342615576811166,12,52.75,135.83333333333334,0
FFF,2014J,47861,53.333333333333336,72.0,20.0,16.934812629252168,12,49.75,142.16666666666666,0
FFF,2014J,52275,38.0,38.0,38.0,0.0,1,4.75,30.0,0
FFF,2014J,56637,86.75,96.0,76.0,6.995128174795521,12,91.75,123.58333333333333,0
FFF,2014J,56667,67.36363636363636,81.0,50.0,8.969645781999725,11,49.0,183.9090909090909,0
FFF,2014J,58884,89.83333333333333,96.0,80.0,5.131601439446892,12,90.75,124.75,0
FFF,2014J,63112,49.333333333333336,64.0,42.0,12.701705922171767,3,23.75,55.666666666666664,0
FFF,2014J,64427,88.25,97.0,74.0,6.224949798994368,12,84.5,149.58333333333334,0
FFF,2014J,66892,66.0,66.0,66.0,0.0,1,8.25,32.0,0
FFF,2014J,69439,67.66666666666667,75.0,56.0,10.214368964029708,3,16.0,28.666666666666668,0
FFF,2014J,71159,64.91666666666667,79.0,44.0,11.131105747027792,12,57.0,185.58333333333334,0
FFF,2014J,74165,87.58333333333333,98.0,75.0,7.279589565519767,12,81.5,117.25,0
FFF,2014J,75107,92.08333333333333,99.0,81.0,6.200562046860727,12,93.5,138.25,0
FFF,2014J,77692,87.83333333333333,98.0,71.0,8.451286436054714,12,80.25,170.83333333333334,0
FFF,2014J,77995,73.36363636363636,82.0,64.0,5.62623723767008,11,52.75,160.0,0
FFF,2014J,79610,76.0,96.0,55.0,12.372991113344785,12,85.25,156.0,0
FFF,2014J,80438,86.9090909090909,100.0,22.0,23.445488032687848,11,46.75,108.45454545454545,0
FFF,2014J,82201,65.0,68.0,62.0,4.242640687119285,2,16.25,-1.0,2
FFF,2014J,84604,90.66666666666667,97.0,84.0,4.185110693297311,12,88.5,105.5,0
FFF,2014J,85241,48.0,48.0,48.0,0.0,1,6.0,22.0,0
FFF,2014J,87264,93.75,100.0,86.0,4.769696007084728,12,91.0,133.66666666666666,0
FFF,2014J,87322,76.72727272727273,96.0,65.0,10.555481126797671,11,57.0,180.54545454545453,0
FFF,2014J,91801,69.0,76.0,62.0,9.899494936611665,2,9.5,16.5,0
FFF,2014J,94749,64.0,84.0,45.0,17.76231966833161,5,25.0,50.8,0
FFF,2014J,98256,68.0,94.0,42.0,36.76955262170047,2,17.0,38.5,0
FFF,2014J,101217,68.0,68.0,68.0,0.0,1,8.5,33.0,0
FFF,2014J,102854,89.41666666666667,100.0,81.0,5.696224161404614,12,90.0,126.16666666666667,0
FFF,2014J,105125,62.0,62.0,62.0,0.0,1,7.75,25.0,0
FFF,2014J,105939,78.66666666666667,90.0,62.0,8.16125361731031,12,77.0,156.0,0
FFF,2014J,107455,71.8,77.0,60.0,6.870225614927066,5,73.25,103.4,0
FFF,2014J,108949,79.75,84.0,75.0,3.6855573979159955,4,59.25,59.5,2
FFF,2014J,109577,72.9090909090909,94.0,54.0,12.316286335211158,11,50.75,186.0909090909091,0
FFF,2014J,110820,79.33333333333333,86.0,72.0,7.023769168568494,3,19.0,36.333333333333336,0
FFF,2014J,113702,84.66666666666667,94.0,70.0,12.858201014657276,3,23.0,45.0,0
FFF,2014J,116529,88.0,95.0,82.0,5.049752469181038,5,42.5,-1.0,5
FFF,2014J,119310,78.0,94.0,58.0,9.638936191774013,12,77.5,150.66666666666666,0
FFF,2014J,119865,89.75,99.0,84.0,4.919811526323488,12,87.5,125.83333333333333,0
FFF,2014J,125063,78.83333333333333,98.0,64.0,10.373334112331507,12,78.0,164.91666666666666,0
FFF,2014J,127179,69.0,72.0,66.0,4.242640687119285,2,17.25,52.0,0
FFF,2014J,129907,87.75,100.0,75.0,7.770866337569039,12,89.0,119.16666666666667,0
FFF,2014J,130409,66.83333333333333,86.0,31.0,16.39752383376185,12,49.75,163.16666666666666,0
FFF,2014J,131597,73.63636363636364,96.0,30.0,17.945878230238428,11,48.5,182.45454545454547,0
FFF,2014J,132423,92.0,92.0,92.0,0.0,1,11.5,23.0,0
FFF,2014J,132475,75.58333333333333,91.0,64.0,8.479476113034057,12,74.75,146.33333333333334,0
FFF,2014J,135280,91.0,100.0,82.0,5.7839904438497705,12,89.5,147.91666666666666,0
FFF,2014J,136944,82.8,95.0,47.0,14.148419621207795,11,41.0,171.63636363636363,2
FFF,2014J,139206,88.0,98.0,77.0,7.273863547599096,12,87.0,146.0,0
FFF,2014J,142310,81.58333333333333,94.0,69.0,7.549332701797173,12,76.5,107.91666666666667,0
FFF,2014J,143755,90.7,100.0,76.0,8.340663442836346,10,46.25,86.5,0
FFF,2014J,144959,70.66666666666667,82.0,54.0,14.742229591663987,3,17.0,56.333333333333336,0
FFF,2014J,149178,78.0,90.0,60.0,11.549891774384728,11,66.0,104.54545454545455,0
FFF,2014J,149964,79.0,79.0,79.0,0.0,1,0.0,5.0,0
FFF,2014J,150282,77.66666666666667,86.0,57.0,8.391915301302946,12,81.75,182.83333333333334,0
FFF,2014J,152524,91.66666666666667,100.0,81.0,5.399214308722627,12,91.0,110.83333333333333,0
FFF,2014J,152917,89.25,99.0,81.0,6.730189785247853,12,87.0,125.16666666666667,0
FFF,2014J,155938,83.16666666666667,92.0,75.0,6.52036436981489,12,84.5,102.41666666666667,0
FFF,2014J,157225,76.0,76.0,76.0,0.0,1,9.5,29.0,0
FFF,2014J,159906,76.36363636363636,97.0,55.0,13.23081801910016,11,48.0,108.45454545454545,0
FFF,2014J,159947,75.66666666666667,93.0,53.0,16.59718851693463,6,69.25,127.5,0
FFF,2014J,164148,90.41666666666667,100.0,78.0,6.748175960056085,12,84.0,108.58333333333333,0
FFF,2014J,166123,75.58333333333333,87.0,60.0,7.0124348427805305,12,71.25,135.5,0
FFF,2014J,169596,72.0,74.0,70.0,2.0,3,36.25,62.666666666666664,0
FFF,2014J,170874,59.083333333333336,75.0,7.0,18.52496268347773,12,52.75,108.25,0
FFF,2014J,171692,25.666666666666668,39.0,16.0,11.930353445448853,3,17.25,101.66666666666667,0
FFF,2014J,172493,81.41666666666667,89.0,70.0,5.915439480074515,12,84.0,123.83333333333333,0
FFF,2014J,173412,85.375,92.0,76.0,5.680480361981469,8,65.0,32.75,6
FFF,2014J,177492,87.91666666666667,98.0,75.0,8.295215853768125,12,89.25,118.16666666666667,0
FFF,2014J,184627,32.0,32.0,32.0,0.0,1,4.0,27.0,0
FFF,2014J,184720,79.66666666666667,89.0,68.0,10.692676621563626,3,18.75,28.333333333333332,0
FFF,2014J,185994,89.0,97.0,77.0,6.849021164304496,12,83.75,112.08333333333333,0
FFF,2014J,191504,76.0,76.0,76.0,0.0,1,9.5,19.0,0
FFF,2014J,194163,90.25,100.0,66.0,8.812439554918427,12,86.0,164.5,0
FFF,2014J,195246,56.09090909090909,78.0,40.0,11.725651755485027,11,39.5,107.18181818181819,0
